smiles,molwt,fsp3,logp,binding_affinity,cypi,tpsa
[H]N1[C@@]([H])(C([H])([H])[H])C([H])([H])S1(=O)=O,121.019749464,1.0,-0.6920999999999999,,,
[H]N([H])C1([H])[C@@]([H])(C([H])([H])[H])N([H])[C@]1([H])C([H])([H])[H],100.10004838399999,1.0,-0.30610000000000004,,,
[H]C([H])(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],104.083729624,1.0,1.0169000000000001,,,
[H]C(=O)N(OC([H])([H])C([H])([H])[H])C([H])([H])[H],103.063328528,0.75,0.026100000000000012,,,
[H]C(=O)C([H])([H])C#CC([H])([H])[H],82.041864812,0.4,0.5987,,,
[H]N1C([H])([H])[C@]1([H])C([H])([H])C#N,82.053098192,0.75,-0.12812,,,
[H]C(=O)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],100.088815004,0.8333333333333334,1.6215,,,
[H]C#CC(=O)N1C([H])([H])C1([H])[H],95.03711378,0.4,-0.5382,,,
[H]N([H])[C@@]1([H])C([H])([H])C([H])([H])N([H])[C@]1([H])C([H])([H])[H],100.10004838399999,1.0,-0.3045000000000002,,,
[H]C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])[C@]1([H])C([H])([H])[H],100.088815004,1.0,1.4313,,,
[H]C1=NN(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],98.08439831999999,0.8,0.5537,,,
[H]C1=NOC([H])([H])C1(C([H])([H])[H])C([H])([H])[H],99.068413908,0.8,1.0286,,,
[H]C([H])=C([H])/C(=C(/[H])C([H])([H])N([H])[H])C([H])([H])[H],97.08914935199999,0.3333333333333333,1.0774,,,
[H]C#CC(=C([H])[H])C1([H])C([H])([H])C1([H])[H],92.062600256,0.42857142857142855,1.5857999999999999,,,
[H]C#C/C([C]([H])[H])=C(\[H])[N]N([H])[H],94.053098192,0.0,-0.18430999999999986,,,
[H]C#CC([H])([H])N([H])N([H])C([H])=O,98.048012812,0.25,-1.1298,,,
[H]N([H])C([H])([H])C([H])([H])OC(=O)C([H])([H])[H],103.063328528,0.75,-0.49180000000000024,,,
[H][N][C]1OC([H])=C([H])N1C([H])([H])[H],98.048012812,0.25,0.14948999999999996,,,
[H]C(=O)S(=O)(=O)C([H])=C([H])[H],119.988114988,0.0,-0.2650999999999999,,,
[H]C#CC1(O[H])C([H])([H])C([H])([H])C1([H])[H],96.057514876,0.6666666666666666,0.5346,,,
[H]C(=O)C1=C([H])C([H])([H])C([H])([H])O1,98.036779432,0.4,0.48949999999999994,,,
[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],100.088815004,1.0,1.0232,,,
[H]N([H])C([H])([H])[C@]1([H])OC1([H])[H],73.052763844,1.0,-0.6561000000000001,,,
[H]O[C@]1([H])C([H])([H])N([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],101.084063972,1.0,-0.27090000000000036,,,
[H]C([H])=C([H])[C@@]1([H])O[C@]1([H])C([H])([H])[H],84.057514876,0.6,0.9597,,,
[H]OC([H])([H])C(=C([H])[H])C([H])([H])N([H])C([H])([H])[H],101.084063972,0.6,-0.24570000000000003,,,
[H]N([H])C([H])([H])[C@@]1([H])O[C@]1([H])C([H])([H])N([H])[H],102.07931294,1.0,-1.3287999999999998,,,
[H]C1=NN([H])C([H])([H])[C@@]1([H])OC([H])([H])[H],100.063662876,0.75,-0.4096000000000002,,,
[H]C1([H])N(C([H])([H])C2([H])C([H])([H])C2([H])[H])C1([H])[H],97.08914935199999,1.0,0.712,,,
[H]C1=C([H])[C@]2([H])C([H])([H])[C@]2([H])N([H])C1([H])[H],95.073499288,0.6666666666666666,0.5343,,,
[H]C#C[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],84.057514876,0.6,0.24800000000000005,,,
[H]O[N][C]([H])C(=O)C([H])=C([H])[H],99.0320284,0.0,-0.10311000000000003,,,
[H]N([H])[C@@]1([H])C([H])([H])OC([H])([H])[C@]1([H])N([H])[H],102.07931294,1.0,-1.3287999999999998,,,
[H]OS([O])([O])C([H])([H])C([H])([H])C([H])([H])[H],124.019415116,1.0,1.365,,,
[H]OC([H])([H])[C@]1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],101.084063972,1.0,-0.31720000000000015,,,
[H]C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],98.109550448,1.0,2.442500000000001,,,
[H]N1C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[H],99.10479941599999,1.0,1.1467999999999998,,,
[H]C1=NN=C([H])C([H])([H])C1=C([H])[H],94.053098192,0.2,1.0029,,,
[H]C#CC([H])([H])[C]([H])[N]O[H],83.03711378,0.25,0.16509000000000001,,,
[H]C#C[C@@]1([H])[C@]([H])(O[H])[C@]1([H])O[H],98.036779432,0.6,-1.0288,,,
[H]/N=C(/[H])N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],100.10004838399999,0.8,0.93367,,,
[H]C1=NN([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],96.06874825599999,0.8,0.21150000000000002,,,
[H]C1=C([H])C([H])(N([H])[H])C([H])=C1[H],81.057849224,0.2,0.4397000000000001,,,
[H]C([H])=C([H])[C@@]1([H])OC([H])([H])[C@]1([H])N([H])[H],99.068413908,0.6,-0.10149999999999981,,,
[H]C#CC(=O)OC([H])=C([H])[H],96.021129368,0.0,0.3063,,,
[H]c1noc(C#N)c1[H],94.016712684,0.0,0.54628,,,
[H]C([H])([H])C([H])([H])[C@]([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],99.10479941599999,1.0,1.1005,,,
[H]C#C[C@]([H])(O[H])/C(=N/[H])N([H])[H],98.048012812,0.25,-1.08353,,,
[H][C]([N]N([H])C([H])([H])[H])C([H])([H])OC([H])([H])[H],102.07931294,0.75,-0.4666100000000002,,,
[H]N(C([H])([H])[H])[C@]([H])(C#CC([H])([H])[H])C([H])([H])[H],97.08914935199999,0.6666666666666666,0.6175999999999999,,,
[H]C(=O)N([H])C([H])([H])[C@]1([H])OC1([H])[H],101.047678464,0.75,-0.8688000000000002,,,
[H]OC([H])([H])[C@@]1([H])O[C@]1([H])C([H])([H])[H],88.052429496,1.0,-0.23399999999999999,,,
[H]C(=O)N(OC([H])([H])[H])C([H])=C([H])[H],101.047678464,0.25,0.14969999999999994,,,
[H]C(=O)n1nc([H])c([H])c1[H],96.032362748,0.0,-0.07860000000000011,,,
[H][C]([H])[N]OC([H])([H])/C([H])=C(\[H])C([H])([H])[H],99.068413908,0.4,0.8900899999999999,,,
[H]/N=C(\N(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],102.07931294,0.75,-0.48242999999999986,,,
[H]N1[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]12[H],97.08914935199999,1.0,0.9007999999999998,,,
[H]C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],84.057514876,0.8,0.9854,,,
[H]C#CC#C[C]([H])[N]O[H],93.021463716,0.0,-0.22161000000000003,,,
[H]N1C([H])([H])C([H])([H])[C@@]2([H])[C@]1([H])[C@@]2([H])C([H])([H])[H],97.08914935199999,1.0,0.6142000000000001,,,
[H]O[C@@]1(C([H])([H])[H])C([H])([H])OC([H])([H])C1([H])[H],102.06807956,1.0,0.15769999999999995,,,
[H]C#C[C@]1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],95.073499288,0.6666666666666666,0.3237,,,
[H]O[C@@]([H])(C([H])=C([H])[H])C([H])([H])OC([H])([H])[H],102.06807956,0.6,0.17969999999999997,,,
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],100.088815004,1.0,1.577,,,
[H]/C(=C(/[H])[C@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])N([H])[H],100.10004838399999,0.6,-0.15149999999999986,,,
[H]c1c(N([H])[H])c([H])n([H])c1[H],82.053098192,0.0,0.5969,,,
[H]C1=C(C([H])([H])[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],95.073499288,0.6666666666666666,0.6768000000000001,,,
[H]C([H])=C(OC([H])([H])C([H])([H])N([H])[H])C([H])([H])[H],101.084063972,0.6,0.4953000000000002,,,
[H]C#CC#N,51.010899032,0.0,0.14318,,,
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])=C1[H],80.062600256,0.3333333333333333,1.7485,,,
[H]C([H])=C([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])[H],96.093900384,0.42857142857142855,2.5287000000000006,,,
[H]C([H])([H])C#C[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],96.093900384,0.7142857142857143,2.0558,,,
[H]C(=O)OC(=C([H])[H])C([H])([H])N([H])[H],101.047678464,0.25,-0.3682,,,
[H]C([H])=C(C([H])([H])[H])C([H])([H])C(=C([H])[H])C([H])([H])[H],96.093900384,0.42857142857142855,2.5287000000000006,,,
[H]C([H])=C([H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],97.08914935199999,0.6666666666666666,0.8781,,,
[H]C([H])=C1C([H])([H])[C@@]2([H])C([H])([H])[C@@]2([H])C1([H])[H],94.07825032,0.7142857142857143,1.9725,,,
[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C#N,96.06874825599999,0.4,0.28558,,,
[H]C([H])([H])N1C([H])([H])[C@]1([H])C([H])([H])C#N,96.06874825599999,0.8,0.21407999999999994,,,
[H]O[C@@]([H])(C([H])([H])C([H])=O)C([H])([H])C([H])([H])[H],102.06807956,0.8,0.34629999999999983,,,
[H]N([H])C(=O)C1([H])C([H])([H])N([H])C1([H])[H],100.063662876,0.75,-1.3089000000000004,,,
[H]N([H])C([H])([H])[C@]1([H])C(=O)OC1([H])[H],101.047678464,0.75,-0.8819000000000001,,,
[H]C1=C([H])C([H])([H])N([H])/C1=N/C([H])([H])[H],96.06874825599999,0.4,0.17409999999999998,,,
[H]C([H])([H])N(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],99.10479941599999,1.0,0.9563999999999999,,,
[H]C(=O)N([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],102.07931294,0.75,-0.35460000000000047,,,
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])[C@]1([H])OC1([H])[H],102.06807956,1.0,0.1560999999999999,,,
[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],100.088815004,1.0,1.0248,,,
[H]C#CC#C/C(=N/[H])N([H])[H],92.037448128,0.0,-0.44103,,,
[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],102.104465068,1.0,1.8214000000000001,,,
[H]C([H])=C([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],96.093900384,0.7142857142857143,2.3626000000000005,,,
[H]C([H])([H])c1nnc(C([H])([H])[H])o1,98.048012812,0.5,0.6864399999999999,,,
[H]C#C/C(=N/O[H])C([H])([H])C([H])([H])[H],97.052763844,0.4,0.8598000000000001,,,
[H]C#C/C(C#N)=N\O[H],94.016712684,0.0,-0.026620000000000033,,,
[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],104.083729624,1.0,0.4053,,,
[H]C(=O)N([H])[C@@]1([H])C([H])([H])[C@]1([H])N([H])[H],100.063662876,0.75,-1.1680000000000001,,,
[H]C1=NN([H])C([H])([H])C([H])([H])C1=O,98.048012812,0.5,-0.46540000000000004,,,
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],98.109550448,0.7142857142857143,2.752700000000001,,,
[H]c1c([H])c([H])n([H])c1[H],67.04219916,0.0,1.0147,,,
[H]C([H])=C([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],96.093900384,0.7142857142857143,2.2184999999999997,,,
[H]N1[C@]([H])(C#N)[C@@]1([H])C#N,93.03269709599999,0.5,-0.6260400000000002,,,
[H]C(=O)C([H])([H])[C@]1([H])N(C([H])([H])[H])C1([H])[H],99.068413908,0.8,-0.11060000000000003,,,
[H]N1C([H])([H])C([H])([H])[C@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H],99.10479941599999,1.0,1.0043,,,
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])=O,88.052429496,0.75,-0.042200000000000015,,,
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])O1,84.057514876,0.6,1.3105,,,
[H]C1=C(C([H])([H])C([H])([H])[H])OC([H])([H])O1,100.052429496,0.6,1.2421,,,
[H][C]([H])[N]N([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],98.08439831999999,0.8,0.43948999999999966,,,
[H]N1C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],99.10479941599999,1.0,1.1483999999999999,,,
[H]C1=NN([H])C([H])([H])C([H])([H])C1=C([H])[H],96.06874825599999,0.4,0.5217,,,
[H]C([H])([H])[C]([N]N1C([H])([H])C1([H])[H])C([H])([H])[H],98.08439831999999,0.8,0.39318999999999993,,,
[H]C([H])=C([H])c1sc([H])c([H])c1[H],110.019021192,0.0,2.3911000000000007,,,
[H]N1C([H])([H])[C@]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],99.10479941599999,1.0,1.0043,,,
[H]N([H])[C@]([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],99.10479941599999,1.0,1.1337,,,
[H]O[N][C]([H])C1([H])C([H])([H])N([H])C1([H])[H],100.063662876,0.75,-0.6388100000000003,,,
[H][C]([H])[N]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],101.084063972,0.8,1.1124899999999998,,,
[H]C1=N[C@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])[H],98.08439831999999,0.8,0.3486,,,
[H]N([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])N([H])C1([H])[H],100.10004838399999,1.0,-0.4454,,,
[H]C1=NC([H])([H])C([H])=C([H])C([H])([H])N1[H],96.06874825599999,0.4,0.17409999999999998,,,
[H]C([H])([H])O[C@@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],100.088815004,1.0,1.4313,,,
[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],84.093900384,1.0,2.3406000000000002,,,
[H]C(=O)C([H])([H])C([H])([H])C([H])=C([H])[H],84.057514876,0.4,1.1515,,,
[H]C#Cc1c([H])sc([H])c1[H],108.003371128,0.0,1.7293999999999998,,,
[H]C([H])=C([H])/C([H])=C([H])/C([H])=C(\[H])C([H])([H])[H],94.07825032,0.14285714285714285,2.3047000000000004,,,
[H]OC([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])[H],98.07316494,0.6666666666666666,0.7822,,,
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])N([H])[H],75.068413908,1.0,-0.6741000000000001,,,
[H]c1sc(C([H])([H])[H])c(C([H])([H])[H])c1[H],112.034671256,0.3333333333333333,2.3649400000000007,,,
[H][C]([N]N([H])[H])OC1([H])C([H])([H])C1([H])[H],100.063662876,0.75,-0.23721000000000014,,,
[H]OC([H])([H])c1c([H])sc([H])c1[H],114.013935812,0.2,1.2404000000000002,,,
[H]C1([H])OC([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]12[H],98.07316494,1.0,1.0428000000000002,,,
[H][C]([H])[N]N1C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],98.08439831999999,0.8,0.39159,,,
[H]C([H])=C([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])N([H])[H],97.08914935199999,0.6666666666666666,0.9097,,,
[H][C]1[C]2[C]([N]N1[H])OC2([H])[H],96.032362748,0.25,-0.63503,,,
[H]C([H])=C([H])O/C([H])=C(\[H])C([H])([H])[H],84.057514876,0.2,1.6801,,,
[H]O[C@@]([H])(C([H])=C([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],100.088815004,0.6666666666666666,1.1893,,,
[H]c1c(C([H])([H])[H])sn([H])c1=O,115.00918478,0.25,0.74482,,,
[H]C1=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])C1([H])[H],97.08914935199999,0.6666666666666666,1.0554000000000001,,,
[H]C([H])=C([H])S(=O)(=O)C([H])([H])[H],106.008850432,0.3333333333333333,0.1745,,,
[H]c1oc(C#N)c([H])c1[H],93.021463716,0.0,1.15128,,,
[H]OC([H])([H])[C@@]([H])(O[N][C]([H])[H])C([H])([H])[H],103.063328528,0.75,-0.3052100000000002,,,
[H]C#C[C@@]([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H],95.073499288,0.3333333333333333,0.523,,,
[H][C]([N]OC([H])([H])[H])C([H])([H])C([H])=C([H])[H],99.068413908,0.4,0.8900899999999999,,,
[H]OC([H])([H])[C@@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H],104.083729624,1.0,0.40369999999999995,,,
[H]C#C/C(C([H])=O)=C(\[H])C([H])([H])[H],94.041864812,0.16666666666666666,0.7647999999999999,,,
[H]c1snc(N([H])[H])c1C([H])([H])[H],114.02516919199999,0.25,1.03372,,,
[H]C(=O)O/C([H])=C(\[H])C([H])=C([H])[H],98.036779432,0.0,0.8590999999999999,,,
[H]C1=NC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])N1[H],98.08439831999999,0.8,0.3965,,,
[H]C1=C([H])[C@]([H])(C([H])([H])[H])N(C([H])([H])[H])C1([H])[H],97.08914935199999,0.6666666666666666,0.8765,,,
[H]/C(=C(\OC([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])[H],101.084063972,0.6,0.4953000000000002,,,
[H]C#CC([H])([H])C#C[H],64.031300128,0.2,0.6429,,,
[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])[H],103.099714036,1.0,-0.03799999999999992,,,
[H]C([H])=C1C(=O)C([H])([H])C([H])([H])C1([H])[H],96.057514876,0.5,1.2955999999999999,,,
[H]C([H])=C(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H],100.088815004,0.6666666666666666,1.599,,,
[H]C([H])([H])C([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H],122.04015056,1.0,0.4394,,,
[H]N1C([H])([H])[C@]1([H])C#N,68.037448128,0.6666666666666666,-0.5182200000000001,,,
[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])=C([H])[H])C([H])([H])[H],100.088815004,0.6666666666666666,1.1893,,,
[H]N([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],101.12044947999999,1.0,1.5238,,,
[H]O[C@]12C([H])([H])O[C@]([H])(C1([H])[H])C2([H])[H],100.052429496,1.0,-0.08990000000000009,,,
[H]OC([H])([H])c1c([H])c([H])n([H])c1[H],97.052763844,0.2,0.5069999999999999,,,
[H]N([H])C(=O)C([H])([H])N1C([H])([H])C1([H])[H],100.063662876,0.75,-1.2127,,,
[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],88.088815004,1.0,1.1673,,,
[H]OC([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[H],124.019415116,1.0,-0.9766999999999999,,,
[H]c1oc([H])c(C([H])([H])[H])c1C([H])([H])[H],96.057514876,0.3333333333333333,1.8964400000000001,,,
[H]N([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],99.10479941599999,1.0,0.9912000000000001,,,
[H]C#C[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],83.073499288,0.6,0.22750000000000004,,,
[H]C([H])([H])C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],98.07316494,0.8333333333333334,1.3755,,,
[H]C([H])=C([H])OC([H])([H])OC([H])([H])[H],88.052429496,0.5,0.7504,,,
[H]C(=O)C(=O)C([H])([H])C([H])([H])[H],86.036779432,0.5,0.16439999999999988,,,
[H]C#CC([H])([H])C([H])([H])[C@]1([H])N([H])C1([H])[H],95.073499288,0.6666666666666666,0.3716,,,
[H]C#C[C@@]1([H])O[C@]1([H])C([H])([H])C([H])([H])[H],96.057514876,0.6666666666666666,0.7969999999999999,,,
[H]OC([H])([H])/C(C#N)=C(/[H])C([H])([H])[H],97.052763844,0.4,0.44858,,,
[H]c1c(N([H])[H])c([H])n([H])c1C([H])([H])[H],96.06874825599999,0.2,0.90532,,,
[H]C1=C([H])[C@]2([H])OC([H])([H])[C@@]1([H])C2([H])[H],96.057514876,0.6666666666666666,0.9613,,,
[H][C]([H])[N]N(C([H])([H])[H])C([H])([H])C([H])=O,100.063662876,0.5,-0.5719100000000001,,,
[H]C([H])([H])C([H])([H])C#C[C@]1([H])OC1([H])[H],96.057514876,0.6666666666666666,0.7986,,,
[H]OC([H])([H])C#C[C@]([H])(O[H])C([H])([H])[H],100.052429496,0.6,-0.6371000000000002,,,
[H]N([H])C1(C([H])([H])C([H])([H])[H])C([H])([H])OC1([H])[H],101.084063972,1.0,0.12409999999999988,,,
[H]C(=O)N([H])C([H])([H])[C@]1([H])N([H])C1([H])[H],100.063662876,0.75,-1.2957999999999998,,,
[H]N1C([H])([H])C([H])(OC([H])([H])C([H])([H])[H])C1([H])[H],101.084063972,1.0,-0.005300000000000082,,,
[H]/C(C#CC([H])([H])[H])=C(/[H])C([H])([H])C([H])([H])[H],94.07825032,0.42857142857142855,1.9759,,,
[H]C([H])([H])N1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],85.08914935199999,1.0,0.7103999999999999,,,
[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],87.068413908,0.75,0.14239999999999986,,,
